시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202109,4,"24,800",4,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,84.93,202109,16,"22,000",15,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,84.93,202109,17,"22,000",15,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,84.93,202109,30,"24,400",6,1997,경강로2539번길 8,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202109,11,"32,800",7,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202109,15,"24,800",15,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202109,17,"33,700",12,2005,경강로2539번길 22,
강원도 강릉시 교동,1984,1984,0,강릉 교동 풍림아이원 아파트,84.9964,202109,4,"39,500",14,2017,화부산로40번길 29,
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202109,2,"31,300",6,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202109,3,"16,000",13,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,49.85,202109,6,"18,000",15,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202109,6,"21,000",12,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202109,11,"18,500",2,1999,가작로 78,
강원도 강릉시 교동,1767,1767,0,교동2현대,99.88,202109,24,"44,900",10,1999,교동광장로 138-15,
강원도 강릉시 교동,1767,1767,0,교동2현대,134.97,202109,25,"54,500",13,1999,교동광장로 138-15,
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202109,4,"25,500",8,2002,교동광장로 138-12,
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202109,5,"27,000",14,2002,교동광장로 138-12,
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202109,9,"27,000",10,2002,교동광장로 138-12,
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202109,15,"26,000",3,2002,교동광장로 138-12,
강원도 강릉시 교동,18-16,18,16,교동대림,59.84,202109,19,"12,000",6,1997,수리골길17번길 21,
강원도 강릉시 교동,Nov-37,37,11,교동임대,51.66,202109,9,"9,450",5,1987,명륜로 109-4,
강원도 강릉시 교동,834,834,0,덕진,40.86,202109,11,"5,000",1,1988,옛강일길 28,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202109,1,"26,400",3,2001,하슬라로 124,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202109,4,"27,900",9,2001,하슬라로 124,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202109,9,"27,800",3,2001,하슬라로 124,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202109,11,"27,600",1,2001,하슬라로 124,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202109,23,"27,500",4,2001,하슬라로 124,
강원도 강릉시 교동,1762,1762,0,부영5,84.93,202109,10,"31,500",3,2001,교동광장로 163,
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,202109,27,"35,000",13,2003,정원로 53-9,
강원도 강릉시 교동,1034,1034,0,정아타워맨션,76.29,202109,1,"13,800",7,1992,화부산로 29,
강원도 강릉시 교동,1034,1034,0,정아타워맨션,84.95,202109,15,"14,100",4,1992,화부산로 29,
강원도 강릉시 교동,780,780,0,제일,68.495,202109,18,"7,200",4,1981,화부산로117번길 7,
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,202109,4,"18,600",11,1997,명륜로 95-7,
강원도 강릉시 교동,Jan-46,46,1,한신,84.98,202109,9,"24,500",9,1997,명륜로 95-7,
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,202109,11,"46,000",15,1999,원대로128번길 14,
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,202109,15,"44,900",3,1999,원대로128번길 14,
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202109,14,"3,300",3,1988,관대길 63,
강원도 강릉시 내곡동,127,127,0,남산삼익,84.48,202109,9,"14,300",5,1993,남부로125번길 37,
강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,202109,15,"9,000",5,1993,남부로125번길 37,
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202109,3,"5,800",5,1989,관대길16번길 6,
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202109,16,"10,000",2,1989,관대길16번길 6,
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202109,17,"8,000",1,1989,관대길16번길 6,
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,202109,8,"22,700",8,1997,강변로 114,
강원도 강릉시 내곡동,Nov-88,88,11,삼창그린,77.715,202109,3,"11,000",5,1995,남부로63번길 53,
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202109,25,"9,400",3,1984,노가니남길 25,
강원도 강릉시 노암동,367,367,0,노암영진,49.815,202109,7,"6,300",4,1993,노암등길46번길 11,
강원도 강릉시 노암동,390,390,0,노암한라,105.858,202109,10,"19,800",10,1994,노암길42번길 28,
강원도 강릉시 노암동,627-2,627,2,대림임대,48.32,202109,13,"5,800",5,1989,임영로25번길 13,
강원도 강릉시 노암동,661,661,0,범아,77.58,202109,6,"8,000",2,1980,임영로25번길 3-6,
강원도 강릉시 노암동,844,844,0,양우내안애,114.6085,202109,24,"33,500",3,2009,강변로 328-8,
강원도 강릉시 노암동,366,366,0,영진노암2차,50.515,202109,1,"7,600",3,1994,남부로163번길 20,
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.9955,202109,11,"40,000",3,2019,경강로 2448,
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,202109,3,"22,000",12,1992,남강초교1길 55,
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202109,13,"22,700",7,1992,해안로 107,
강원도 강릉시 연곡면 영진리,336-1,336,1,근화,84.78,202109,16,"12,500",6,1997,영진2길 12-3,
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202109,2,"7,000",5,1999,연주로 132,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202109,4,"28,700",8,2008,영진3길 15,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202109,9,"26,000",8,2008,영진3길 15,
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202109,3,"13,700",7,2019,홍질목길 12,
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202109,7,"12,900",5,2019,홍질목길 12,
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202109,14,"12,700",8,2019,홍질목길 12,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202109,4,"50,500",13,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202109,4,"51,000",22,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202109,6,"49,200",4,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202109,10,"52,800",12,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202109,30,"53,000",12,2018,선수촌로 113,
강원도 강릉시 입암동,503-2,503,2,강동2,59.64,202109,8,"6,900",6,1991,강변로410번길 37,
강원도 강릉시 입암동,501,501,0,강동3,45.37,202109,4,"5,700",3,1993,강변로410번길 35,
강원도 강릉시 입암동,711,711,0,강릉더샵,74.71,202109,16,"31,700",7,2014,입암로29번길 11,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202109,1,"33,400",15,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,202109,3,"42,900",4,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,202109,18,"46,900",11,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202109,24,"30,800",2,2007,성덕로 328-15,
강원도 강릉시 입암동,496-5,496,5,대목,39.72,202109,13,"6,950",3,1987,용지로 35,
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202109,1,"8,000",4,1993,강변로410번길 27,
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202109,3,"10,000",6,1993,강변로410번길 27,
강원도 강릉시 입암동,608-3,608,3,삼우그린,39.96,202109,11,"5,800",8,1996,강변로 458,
강원도 강릉시 입암동,608-3,608,3,삼우그린,59.89,202109,14,"12,000",11,1996,강변로 458,
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202109,8,"14,000",6,2000,강변로440번길 30,
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202109,5,"5,500",2,2001,월대산로 47,
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202109,2,"28,000",2,2006,성덕로 316-22,
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202109,8,"27,500",4,2006,성덕로 316-22,
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202109,8,"29,900",5,2006,성덕로 316-22,
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202109,16,"13,600",4,1986,강변로 364,
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202109,7,"11,300",5,1990,강변로 508,
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202109,9,"9,300",5,1990,강변로 508,
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202109,24,"9,000",5,1990,강변로 508,
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202109,2,"10,000",4,1996,성덕포남로 89-17,
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202109,24,"11,600",8,1996,성덕포남로 89-17,
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202109,2,"12,000",14,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202109,4,"13,000",1,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202109,7,"13,950",11,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202109,7,"9,000",4,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202109,8,"13,800",5,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202109,17,"16,000",1,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202109,25,"13,000",6,1998,성덕포남로 39,
강원도 강릉시 입암동,712,712,0,입암동 강변 코아루 오투리움 아파트,79.191,202109,13,"31,000",3,2019,월대산로 23,
강원도 강릉시 입암동,712,712,0,입암동 강변 코아루 오투리움 아파트,79.191,202109,16,"24,900",5,2019,월대산로 23,
강원도 강릉시 입암동,712,712,0,입암동 강변 코아루 오투리움 아파트,79.191,202109,25,"32,000",6,2019,월대산로 23,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202109,11,"16,700",1,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202109,17,"18,000",13,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202109,23,"16,000",14,1998,용지로 19,
강원도 강릉시 입암동,445-2,445,2,태경태우광업소사원,36.69,202109,1,"2,800",3,1988,강중길46번길 23,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202109,14,"9,000",2,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.63,202109,30,"8,500",14,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202109,3,"19,500",7,2015,매맥이윗길 15,
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,66.6,202109,16,"6,500",2,1991,매맥이길 14-3,
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,66.6,202109,27,"5,700",4,1991,매맥이길 14-3,
강원도 강릉시 주문진읍 교항리,398-10,398,10,신생빌라,59.97,202109,27,"5,200",1,1990,신리대동길 31-4,
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202109,1,"6,800",11,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202109,4,"6,500",9,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,01월 29일,29,1,정우2,57.8,202109,23,"8,000",6,1993,연주로 291-6,
강원도 강릉시 주문진읍 교항리,01월 29일,29,1,정우2,57.8,202109,24,"9,000",10,1993,연주로 291-6,
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,36.2,202109,24,"7,000",2,1982,신리천로 72,
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,65.67,202109,3,"23,500",3,2019,항구로 40,
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,59.76,202109,10,"19,000",3,2019,항구로 40,
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202109,12,"14,000",14,1991,소돌안길 32-6,
강원도 강릉시 주문진읍 주문리,311-1,311,1,현대프라자,68.58,202109,12,"14,000",10,1995,주문로 144,
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,202109,2,"8,500",8,1998,죽헌길85번길 25,
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202109,6,"5,100",6,1998,죽헌길85번길 25,
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202109,10,"10,500",9,1998,죽헌길85번길 25,
강원도 강릉시 초당동,143,143,0,우성,84.77,202109,10,"20,800",16,1997,연당길 67-15,
강원도 강릉시 초당동,143,143,0,우성,84.77,202109,23,"21,000",5,1997,연당길 67-15,
강원도 강릉시 초당동,181,181,0,유화2,44.7,202109,17,"9,300",2,1994,연당길 94-6,
강원도 강릉시 초당동,181,181,0,유화2,78.167,202109,21,"16,000",3,1994,연당길 94-6,
강원도 강릉시 초당동,155,155,0,유화3,45.68,202109,27,"10,300",8,1996,연당길 82,
강원도 강릉시 초당동,135-18,135,18,이화해변(A동),29.82,202109,8,"5,500",1,1988,초당원길 21,
강원도 강릉시 초당동,135-18,135,18,이화해변(A동),29.82,202109,10,"5,150",1,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202109,17,"6,300",4,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202109,27,"5,900",2,1988,초당원길 21,
강원도 강릉시 포남동,1278-182,1278,182,강릉2,55.857,202109,1,"9,400",5,1987,성덕포남로146번길 26,
강원도 강릉시 포남동,1239-1,1239,1,강릉3차,59.67,202109,4,"7,100",5,1987,강릉대로 395-1,
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202109,2,"6,700",2,1985,경강로2256번길 12,
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202109,12,"8,500",2,1985,경강로2256번길 12,
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,36.33,202109,9,"6,480",3,1989,보래미하길65번길 24,
강원도 강릉시 포남동,1064,1064,0,삼호임대,49.95,202109,2,"14,000",1,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202109,2,"7,800",2,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202109,16,"7,500",4,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202109,16,"7,500",4,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202109,9,"12,500",7,1995,하평3길 37,20210910
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202109,14,"13,500",1,1995,하평3길 37,
강원도 강릉시 포남동,1135,1135,0,장미,57.5172,202109,1,"8,500",3,1982,남구길5번길 23,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,3,"23,000",15,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,10,"22,500",1,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,11,"23,000",3,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,13,"26,000",13,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,13,"24,900",10,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202109,27,"25,000",7,1994,하평길 41,
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202109,2,"18,000",2,1981,보래미상길 65,20210923
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202109,2,"18,000",2,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202109,3,"15,500",5,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202109,28,"17,500",1,1981,보래미상길 65,
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202109,6,"12,900",4,1989,산양큰길 37,
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,202109,20,"13,950",4,1989,산양큰길 37,
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,202109,24,"14,450",1,1989,산양큰길 37,
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,202109,4,"40,500",6,2007,토성로 39,
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.409,202109,8,"34,300",14,2007,토성로 39,
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,202109,10,"42,500",8,2007,토성로 39,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.95,202109,7,"35,900",8,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202109,9,"36,000",4,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202109,12,"35,300",7,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202109,17,"35,600",15,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202109,25,"33,800",2,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202109,28,"37,500",22,2018,선수촌로 10,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9819,202109,10,"53,000",18,2016,선수촌로 55,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202109,28,"52,400",16,2016,선수촌로 55,
강원도 강릉시 홍제동,122,122,0,우산,33.225,202109,3,"7,700",4,1997,토성로 51,
강원도 강릉시 홍제동,122,122,0,우산,82.67,202109,5,"16,000",10,1997,토성로 51,
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202109,16,"33,500",2,2005,홍제로71번길 1,
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.97,202109,15,"40,000",18,2015,토성로 56,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202109,3,"32,800",11,2017,회산로 344,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202109,9,"33,700",9,2017,회산로 344,
강원도 강릉시 회산동,610,610,0,강릉회산 한신더휴,84.961,202109,6,"39,000",18,2019,회산로 313,
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9974,202109,11,"34,000",16,2018,회산로383번길 37,
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9974,202109,26,"34,000",5,2018,회산로383번길 37,
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202109,2,"6,000",8,1998,수성로 126-5,
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202109,3,"4,300",2,1998,수성로 126-5,
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,202109,16,"8,250",6,1998,수성로 126-5,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202109,7,"6,500",10,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202109,8,"10,800",10,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202109,9,"6,800",7,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202109,11,"6,500",3,1998,남천마루2길 6,20210916
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202109,11,"6,500",3,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202109,12,"10,850",3,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202109,16,"6,700",12,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,183,183,0,동해1,59.29,202109,10,"7,400",5,1989,간성로39번길 23,
강원도 고성군 거진읍 거진리,428-5,428,5,동진,58.26,202109,24,"4,700",5,1989,거탄진로 21,
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,202109,13,"34,000",6,2006,해오름해변길 70,
강원도 고성군 토성면 봉포리,384,384,0,고성 봉포코아루오션비치,75.9201,202109,3,"24,000",4,2021,학사촌길 91-1,
강원도 고성군 토성면 봉포리,384,384,0,고성 봉포코아루오션비치,81.4465,202109,24,"25,500",2,2021,학사촌길 91-1,
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202109,8,"25,900",12,2020,광포1길 7,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202109,4,"25,000",17,2006,아야진해변길 1,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202109,24,"10,000",1,2006,아야진해변길 1,
강원도 동해시 단봉동,1,1,0,성협3차,84.18,202109,13,"7,000",5,1991,선돌길 17,
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202109,25,"10,500",10,1995,청운1길 29,
강원도 동해시 동회동,442,442,0,"대동1,2차",45,202109,27,"6,000",9,1995,청운1길 29,
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,59.911,202109,8,"17,200",12,2018,효자남길 33-20,
강원도 동해시 동회동,442,442,0,현대4차,59.3575,202109,13,"9,430",11,1998,청운1길 29,
강원도 동해시 동회동,442,442,0,현대4차,59.3575,202109,28,"8,200",2,1998,청운1길 29,
강원도 동해시 동회동,442,442,0,현대5차,134.783,202109,27,"20,300",14,1999,청운1길 29,
강원도 동해시 발한동,599-5,599,5,경민2차,64.3,202109,10,"4,200",5,1991,수원지2길 12-4,
강원도 동해시 발한동,334-1,334,1,삼성,60,202109,18,"7,500",1,1996,해안로 605,
강원도 동해시 발한동,599-31,599,31,유성,24.84,202109,6,"1,200",5,1989,수원지2길 24,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,202109,1,"17,000",6,2018,지리골길 31,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,202109,4,"17,400",3,2018,지리골길 31,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,75.5994,202109,10,"23,500",6,2018,지리골길 31,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,75.5994,202109,27,"21,300",2,2018,지리골길 31,
강원도 동해시 부곡동,80,80,0,선샤인파크,77.1,202109,2,"12,000",4,2005,임항로 10,
강원도 동해시 부곡동,80,80,0,선샤인파크,84.99,202109,2,"12,900",10,2005,임항로 10,
강원도 동해시 부곡동,80,80,0,선샤인파크,77.1,202109,6,"11,500",5,2005,임항로 10,
강원도 동해시 부곡동,80,80,0,선샤인파크,84.99,202109,17,"13,500",14,2005,임항로 10,
강원도 동해시 부곡동,111-1,111,1,유존,84.97,202109,23,"9,000",2,1995,부곡2길 26,
강원도 동해시 부곡동,5-82,5,82,일정골든타워,59.93,202109,13,"6,900",10,1996,해안로 449,
강원도 동해시 북평동,327,327,0,e편한세상동해,78.86,202109,8,"25,500",20,2020,단봉길 39,
강원도 동해시 북평동,327,327,0,e편한세상동해,78.64,202109,9,"26,700",18,2020,단봉길 39,
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202109,26,"26,500",16,2020,단봉길 39,
강원도 동해시 북평동,151-5,151,5,북평주공2차,39.3,202109,13,"3,600",4,1989,전천로 270,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202109,4,"8,500",11,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202109,6,"6,350",13,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202109,7,"5,500",11,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202109,16,"5,800",6,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202109,16,"5,550",8,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202109,25,"5,900",13,2012,효자로 572-1,
강원도 동해시 쇄운동,173-1,173,1,영동4차,59.99,202109,10,"5,000",4,1993,효자로 584-1,
강원도 동해시 용정동,260-2,260,2,범주성지,46.29,202109,23,"6,500",4,1996,초원2길 5,
강원도 동해시 이도동,753,753,0,동해 이도 코아루 더스카이,75.3657,202109,13,"23,400",6,2019,동해대로 4833,
강원도 동해시 이도동,753,753,0,동해 이도 코아루 더스카이,84.9464,202109,28,"24,638",10,2019,동해대로 4833,
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202109,6,"30,500",20,2018,배골길 32-4,
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202109,8,"30,000",11,2018,배골길 32-4,
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202109,13,"27,000",4,2018,배골길 32-4,
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202109,1,"5,750",12,1999,이원길 180-2,
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202109,14,"5,800",5,1999,이원길 180-2,
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202109,15,"6,000",5,1999,이원길 180-2,
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202109,29,"4,000",1,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202109,7,"9,000",7,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202109,25,"10,000",7,1999,이원길 180-2,
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,202109,14,"2,600",3,2007,월평로 49,
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.908,202109,8,"20,000",6,2007,평릉길 14,
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),59.95,202109,12,"5,000",5,1994,감추1길 8,
강원도 동해시 천곡동,1077,1077,0,삼성,73.83,202109,27,"14,250",2,1991,대학로 31,
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,79.7485,202109,14,"15,000",1,2003,한섬로 73,
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,84.9685,202109,14,"19,200",8,2003,한섬로 73,
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,84.9685,202109,29,"15,700",14,2003,한섬로 73,
강원도 동해시 천곡동,1004-1,1004,1,시영3차,49.94,202109,2,"5,700",3,1994,동굴로 20,
강원도 동해시 천곡동,942,942,0,쌍용,83.7,202109,17,"17,500",14,2000,동굴로 149,
