시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
경기도 파주시 조리읍 대원리,218,218,0,그린시티동문(218-0),134.91,202109,15,"35,500",2,2000,대원로 45,
경기도 파주시 조리읍 대원리,218,218,0,그린시티동문(218-0),101.66,202109,18,"29,900",3,2000,대원로 56,
경기도 파주시 조리읍 대원리,992-1,992,1,한라비발디(992-1),84.91,202109,1,"30,000",4,2000,능안로 37,
경기도 파주시 조리읍 대원리,992-1,992,1,한라비발디(992-1),134.99,202109,23,"33,000",11,2000,능안로 37,
경기도 파주시 조리읍 봉일천리,237-1,237,1,미림(237-1),49.4,202109,14,"7,500",5,1989,두루봉로 13,
경기도 파주시 조리읍 봉일천리,237-1,237,1,미림(237-1),71.36,202109,27,"11,000",5,1989,두루봉로 13,
경기도 파주시 조리읍 봉일천리,147-1,147,1,봉일천2차동문아파트,59.42,202109,23,"14,250",8,1996,고봉로 1016,
경기도 파주시 조리읍 봉일천리,158-2,158,2,봉일천프린스(158-2),43.56,202109,1,"7,400",1,1989,공릉장터길 41,
경기도 파주시 조리읍 봉일천리,158-2,158,2,봉일천프린스(158-2),43.56,202109,9,"7,400",3,1989,공릉장터길 41,
경기도 파주시 조리읍 봉일천리,158-2,158,2,봉일천프린스(158-2),55.8,202109,14,"8,900",5,1989,공릉장터길 41,
경기도 파주시 조리읍 봉일천리,156-1,156,1,성원(156-1),84.89,202109,7,"19,000",1,1997,송비말길 22,
경기도 파주시 조리읍 봉일천리,259-2,259,2,성호2파크힐(259-2),84.986,202109,1,"19,000",12,2001,두루봉로 33-37,
경기도 파주시 조리읍 봉일천리,259-2,259,2,성호2파크힐(259-2),59.991,202109,11,"21,200",8,2001,두루봉로 33-37,
경기도 파주시 조리읍 봉일천리,259-2,259,2,성호2파크힐(259-2),84.986,202109,16,"23,000",14,2001,두루봉로 33-37,
경기도 파주시 조리읍 봉일천리,13-15,13,15,송촌토파즈(13-15),60,202109,3,"18,700",13,1998,통일로 153,
경기도 파주시 조리읍 봉일천리,13-15,13,15,송촌토파즈(13-15),60,202109,6,"15,500",22,1998,통일로 153,
경기도 파주시 조리읍 봉일천리,13-15,13,15,송촌토파즈(13-15),84.96,202109,29,"21,000",12,1998,통일로 153,
경기도 파주시 조리읍 봉일천리,237-5,237,5,윤창(237-5),84.96,202109,15,"14,000",8,1993,두루봉로 21,
경기도 파주시 조리읍 봉일천리,262,262,0,태형내산마을(262-0),84.69,202109,10,"20,000",8,1996,두루봉로 37,
경기도 파주시 조리읍 봉일천리,262-23,262,23,태형미림(262-23),59.47,202109,2,"14,000",8,1993,두루봉로 31,
경기도 파주시 조리읍 봉일천리,269,269,0,파주 푸르지오 (269-0),158.831,202109,8,"40,000",4,2010,내산길 55,
경기도 파주시 조리읍 봉일천리,269,269,0,파주 푸르지오 (269-0),84.894,202109,15,"38,500",12,2010,내산길 55,
경기도 파주시 조리읍 봉일천리,301,301,0,효성해링턴플레이스,59.9678,202109,11,"31,700",6,2018,소곡로 30,
경기도 파주시 파주읍 파주리,126-1,126,1,기용,59.91,202109,11,"9,500",4,1998,파발로26번길 12-5,
경기도 평택시 가재동,639,639,0,우림필유,84.98,202109,4,"22,000",2,2006,막곡길 11,
경기도 평택시 가재동,639,639,0,우림필유,84.98,202109,4,"22,000",2,2006,막곡길 11,20210923
경기도 평택시 가재동,639,639,0,우림필유,84.98,202109,6,"20,800",8,2006,막곡길 11,
경기도 평택시 가재동,639,639,0,우림필유,84.98,202109,9,"24,000",14,2006,막곡길 11,
경기도 평택시 고덕면 궁리,523,523,0,고덕하늘채 시그니처,59.949,202109,11,"27,000",6,2021,효덕새싹길 55,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,2,"22,500",16,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,3,"23,700",17,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,4,"24,700",15,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,5,"24,500",9,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,84.81,202109,6,"33,000",14,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,9,"22,500",10,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,11,"23,500",5,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,12,"24,000",9,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,12,"23,300",3,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,14,"23,000",18,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,23,"24,000",15,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,75,75,0,태평,59.91,202109,25,"22,000",11,1994,서동대로 2651,
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,84.97,202109,8,"29,900",12,2008,궁2길 37-24,
경기도 평택시 고덕면 궁리,520,520,0,평택영화블렌하임,59.68,202109,27,"25,000",3,2008,궁2길 37-24,
경기도 평택시 고덕면 여염리,Feb-42,4242,2,고덕국제신도시 제일풍경채,84.95,202109,4,"92,700",10,2019,고덕국제대로 179,
경기도 평택시 고덕면 여염리,Feb-42,4242,2,고덕국제신도시 제일풍경채,99.42,202109,4,"112,500",14,2019,고덕국제대로 179,
경기도 평택시 고덕면 여염리,Feb-42,4242,2,고덕국제신도시 제일풍경채,99.42,202109,16,"107,000",19,2019,고덕국제대로 179,
경기도 평택시 고덕면 여염리,Feb-47,4247,2,고덕국제신도시파라곤,71.3755,202109,2,"82,000",15,2019,고덕국제대로 180,
경기도 평택시 고덕면 여염리,Feb-47,4247,2,고덕국제신도시파라곤,84.9981,202109,6,"98,000",15,2019,고덕국제대로 180,
경기도 평택시 고덕면 여염리,Feb-47,4247,2,고덕국제신도시파라곤,84.9981,202109,8,"92,000",24,2019,고덕국제대로 180,
경기도 평택시 고덕면 여염리,Feb-13,4313,2,고덕신도시자연앤자이,84.6213,202109,9,"89,700",19,2019,고덕국제대로 152,
경기도 평택시 고덕면 여염리,Feb-13,4313,2,고덕신도시자연앤자이,84.6213,202109,12,"89,000",22,2019,고덕국제대로 152,
경기도 평택시 고덕면 여염리,Feb-13,4313,2,고덕신도시자연앤자이,84.6213,202109,24,"89,800",8,2019,고덕국제대로 152,
경기도 평택시 군문동,370,370,0,군문주공1,38.91,202109,2,"11,500",1,1999,원평로25번길 63,
경기도 평택시 군문동,370,370,0,군문주공1,49.43,202109,3,"20,500",3,1999,원평로25번길 63,
경기도 평택시 군문동,370,370,0,군문주공1,49.43,202109,10,"17,500",2,1999,원평로25번길 63,
경기도 평택시 군문동,370,370,0,군문주공1,49.43,202109,11,"19,500",3,1999,원평로25번길 63,
경기도 평택시 군문동,370,370,0,군문주공1,38.91,202109,13,"14,000",4,1999,원평로25번길 63,
경기도 평택시 군문동,360,360,0,군문주공2,49.43,202109,3,"19,000",12,1999,원평로25번길 61,
경기도 평택시 군문동,360,360,0,군문주공2,49.43,202109,11,"19,000",3,1999,원평로25번길 61,
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202109,12,"22,000",3,1999,원평로25번길 61,
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202109,19,"25,000",4,1999,원평로25번길 61,
경기도 평택시 군문동,360,360,0,군문주공2,59.96,202109,28,"23,000",5,1999,원평로25번길 61,
경기도 평택시 독곡동,464,464,0,라이프,130.98,202109,7,"30,000",6,1992,지산천로 66,
경기도 평택시 독곡동,474,474,0,아주2,59.97,202109,2,"17,000",11,1995,지산천로 40,
경기도 평택시 독곡동,474,474,0,아주2,59.97,202109,3,"14,500",4,1995,지산천로 40,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,2,"12,500",9,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,9,"13,800",8,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.4,202109,11,"12,000",2,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,11,"14,500",5,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,11,"13,500",5,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.4,202109,15,"13,500",9,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,23,"12,500",9,1993,경기대로 1576,
경기도 평택시 독곡동,473,473,0,한일,59.34,202109,27,"13,700",8,1993,경기대로 1576,
경기도 평택시 동삭동,219-9,219,9,The Sharp 지제역 센트럴파크 1BL,106.5843,202109,23,"83,000",9,2020,지제동삭1로 163,
경기도 평택시 동삭동,Jan-01,2001,1,더샵지제역센트럴파크3단지,83.711,202109,12,"70,000",17,2019,동삭1로22번길 40,
경기도 평택시 동삭동,343-2,343,2,삼익사이버,84.92,202109,4,"30,000",5,2000,동삭로 397,
경기도 평택시 동삭동,715-1,715,1,서재자이,74.55,202109,1,"32,000",10,2014,서재로 36,
경기도 평택시 동삭동,715-1,715,1,서재자이,74.53,202109,4,"35,900",3,2014,서재로 36,
경기도 평택시 동삭동,650,650,0,이안,84.87,202109,5,"25,000",1,2005,동삭로 371,
경기도 평택시 동삭동,650,650,0,이안,84.87,202109,28,"20,300",6,2005,동삭로 371,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,72.6415,202109,2,"58,000",19,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,84.3899,202109,2,"64,500",20,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,59.5153,202109,2,"49,500",19,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,84.3899,202109,3,"65,000",14,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,59.1594,202109,4,"50,000",23,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,59.5153,202109,9,"52,700",29,2017,상서재로5길 15,
경기도 평택시 동삭동,835,835,0,평택센트럴자이 1단지,72.6415,202109,11,"56,000",17,2017,상서재로5길 15,
경기도 평택시 동삭동,845,845,0,평택센트럴자이 2단지,59.5153,202109,23,"49,200",20,2017,상서재로4길 13,
경기도 평택시 동삭동,854,854,0,평택센트럴자이 4단지,72.6417,202109,11,"57,000",4,2018,상서재로 50,
경기도 평택시 동삭동,854,854,0,평택센트럴자이 4단지,72.6417,202109,14,"45,000",18,2018,상서재로 50,
경기도 평택시 동삭동,855,855,0,평택센트럴자이 5단지,72.6417,202109,5,"49,000",5,2018,상서재로 50,
경기도 평택시 동삭동,855,855,0,평택센트럴자이 5단지,84.6164,202109,12,"68,500",26,2018,상서재로 50,
경기도 평택시 동삭동,855,855,0,평택센트럴자이 5단지,98.7607,202109,16,"79,500",26,2018,상서재로 50,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.5568,202109,4,"69,600",16,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202109,4,"68,000",26,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,59.5152,202109,6,"50,000",7,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,72.6417,202109,10,"54,500",19,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202109,12,"69,800",22,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.5568,202109,17,"68,900",8,2019,상서재로 55,
경기도 평택시 동삭동,852,852,0,평택센트럴자이3단지,84.2757,202109,25,"67,000",28,2019,상서재로 55,
경기도 평택시 동삭동,340-6,340,6,현대,84.98,202109,1,"33,000",8,1992,동삭로 386,
경기도 평택시 동삭동,340-6,340,6,현대,63.29,202109,3,"20,000",3,1992,동삭로 386,
경기도 평택시 동삭동,340-6,340,6,현대,76.61,202109,4,"24,950",4,1992,동삭로 386,
경기도 평택시 동삭동,340-6,340,6,현대,63.29,202109,8,"14,500",11,1992,동삭로 386,
경기도 평택시 동삭동,340-6,340,6,현대,84.98,202109,25,"34,500",9,1992,동삭로 386,
경기도 평택시 비전동,856,856,0,동성효성,72.48,202109,1,"17,500",11,1994,평택5로 63,
경기도 평택시 비전동,856,856,0,동성효성,72.48,202109,17,"18,300",15,1994,평택5로 63,
경기도 평택시 비전동,236-22,236,22,동아목련,84.87,202109,2,"21,000",11,1993,평택4로 56,
경기도 평택시 비전동,236-22,236,22,동아목련,84.87,202109,15,"21,900",8,1993,평택4로 56,
경기도 평택시 비전동,236-22,236,22,동아목련,84.87,202109,16,"22,000",1,1993,평택4로 56,
경기도 평택시 비전동,856-2,856,2,동아백합,58.303,202109,4,"15,500",2,1994,중앙로 237,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,3,"15,500",10,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,8,"16,500",6,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,11,"16,000",10,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,13,"14,000",1,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,15,"15,000",6,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,18,"16,800",8,1994,중앙로 301,
경기도 평택시 비전동,887,887,0,문화,49.86,202109,30,"13,900",2,1994,중앙로 301,
경기도 평택시 비전동,889,889,0,벽산,84.895,202109,3,"28,000",12,1994,중앙로 335,
경기도 평택시 비전동,889,889,0,벽산,59.965,202109,11,"17,900",15,1994,중앙로 335,
경기도 평택시 비전동,931,931,0,비전 경남아너스빌,59.767,202109,4,"26,000",7,2009,평남로 671,
경기도 평택시 비전동,931,931,0,비전 경남아너스빌,59.871,202109,13,"27,700",2,2009,평남로 671,
경기도 평택시 비전동,931,931,0,비전 경남아너스빌,84.71,202109,25,"34,900",12,2009,평남로 672,
경기도 평택시 비전동,879-5,879,5,비전현대,59.72,202109,1,"21,900",12,1994,동부공원로 15,
경기도 평택시 비전동,879-5,879,5,비전현대,44.87,202109,4,"16,800",4,1994,동부공원로 15,
경기도 평택시 비전동,879-5,879,5,비전현대,44.87,202109,6,"17,000",5,1994,동부공원로 15,
경기도 평택시 비전동,879-5,879,5,비전현대,59.72,202109,11,"22,000",7,1994,동부공원로 15,
경기도 평택시 비전동,1089,1089,0,소사벌 효성 백년가약,84.9833,202109,1,"42,500",15,2012,평남로 865,
경기도 평택시 비전동,1089,1089,0,소사벌 효성 백년가약,84.9833,202109,2,"37,000",3,2012,평남로 865,
경기도 평택시 비전동,1089,1089,0,소사벌 효성 백년가약,84.9803,202109,5,"47,000",7,2012,평남로 865,
경기도 평택시 비전동,1089,1089,0,소사벌 효성 백년가약,84.9833,202109,12,"44,900",4,2012,평남로 865,
경기도 평택시 비전동,1089,1089,0,소사벌 효성 백년가약,84.9833,202109,16,"44,800",5,2012,평남로 865,
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.97,202109,10,"45,000",6,2014,비전3로 59,
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.86,202109,17,"43,400",6,2014,비전3로 59,
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,84.86,202109,18,"43,700",6,2014,비전3로 59,
경기도 평택시 비전동,1011,1011,0,소사벌리더스하임,74.98,202109,25,"43,000",17,2014,비전3로 59,
경기도 평택시 비전동,923,923,0,솔매마을한일유앤아이,84.984,202109,11,"28,000",12,2007,평남로 674,
경기도 평택시 비전동,923,923,0,솔매마을한일유앤아이,112.608,202109,23,"37,800",7,2007,평남로 674,
경기도 평택시 비전동,879-4,879,4,시대코아,138.53,202109,4,"34,000",1,1995,동부공원로 47,
경기도 평택시 비전동,874,874,0,시대한우리,35.743,202109,1,"10,800",2,1995,문화촌로 33,
경기도 평택시 비전동,874,874,0,시대한우리,49.585,202109,4,"15,900",9,1995,문화촌로 33,
경기도 평택시 비전동,874,874,0,시대한우리,49.585,202109,9,"15,900",14,1995,문화촌로 33,
경기도 평택시 비전동,874,874,0,시대한우리,49.855,202109,9,"11,000",1,1995,문화촌로 33,
경기도 평택시 비전동,874,874,0,시대한우리,49.585,202109,9,"14,000",13,1995,문화촌로 33,
경기도 평택시 비전동,881,881,0,신명나리,59.97,202109,2,"18,900",10,1995,동부공원로 40,
경기도 평택시 비전동,881,881,0,신명나리,59.97,202109,4,"18,500",3,1995,동부공원로 40,
경기도 평택시 비전동,881,881,0,신명나리,59.97,202109,4,"16,700",17,1995,동부공원로 40,
경기도 평택시 비전동,881,881,0,신명나리,59.97,202109,6,"17,800",15,1995,동부공원로 40,
경기도 평택시 비전동,881,881,0,신명나리,59.97,202109,11,"20,000",1,1995,동부공원로 40,
경기도 평택시 비전동,804,804,0,신세계타운,84.84,202109,7,"23,600",5,2001,평택4로 123,
경기도 평택시 비전동,804,804,0,신세계타운,84.84,202109,7,"23,000",15,2001,평택4로 123,
경기도 평택시 비전동,804,804,0,신세계타운,84.84,202109,16,"25,500",11,2001,평택4로 123,
경기도 평택시 비전동,804,804,0,신세계타운,84.84,202109,17,"22,000",4,2001,평택4로 123,
경기도 평택시 비전동,813,813,0,엘지덕동,84.942,202109,1,"27,900",7,1994,평택4로 124,
경기도 평택시 비전동,813,813,0,엘지덕동,84.942,202109,2,"23,500",10,1994,평택4로 124,
경기도 평택시 비전동,813,813,0,엘지덕동,84.942,202109,11,"23,600",7,1994,평택4로 124,
경기도 평택시 비전동,813,813,0,엘지덕동,84.942,202109,13,"23,500",13,1994,평택4로 124,
경기도 평택시 비전동,산76-17,76,17,외기노조,52.74,202109,10,"10,000",3,1985,평택4로 86,
경기도 평택시 비전동,922,922,0,우림필유,84.9849,202109,12,"29,000",6,2006,비전1로 69,
경기도 평택시 비전동,922,922,0,우림필유,84.9849,202109,13,"27,900",5,2006,비전1로 69,
경기도 평택시 비전동,1031,1031,0,우미린센트럴파크,84.9797,202109,4,"53,000",13,2016,비전3로 76,
경기도 평택시 비전동,800-1,800,1,은행,50.67,202109,25,"13,600",4,1991,평택5로 228,
경기도 평택시 비전동,813-1,813,1,태산,59.91,202109,3,"20,000",17,1994,매봉산1길 11,
경기도 평택시 비전동,813-1,813,1,태산,59.91,202109,4,"18,200",3,1994,매봉산1길 11,
경기도 평택시 비전동,813-1,813,1,태산,59.91,202109,4,"19,700",8,1994,매봉산1길 11,
경기도 평택시 비전동,813-1,813,1,태산,59.91,202109,7,"19,300",18,1994,매봉산1길 11,
경기도 평택시 비전동,970,970,0,평택소사벌푸르지오,83.86,202109,4,"52,000",3,2019,평남로 996,
경기도 평택시 비전동,970,970,0,평택소사벌푸르지오,83.97,202109,13,"55,500",20,2019,평남로 996,
경기도 평택시 비전동,800,800,0,한성,77.38,202109,13,"22,000",1,1997,평택5로 254,
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202109,2,"20,000",4,1993,평택5로114번길 13,
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202109,3,"21,000",8,1993,평택5로114번길 13,
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202109,6,"20,000",9,1993,평택5로114번길 13,
경기도 평택시 비전동,828-2,828,2,현대이화,107.16,202109,9,"28,500",9,1993,평택5로114번길 13,
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202109,10,"20,500",1,1993,평택5로114번길 13,
경기도 평택시 비전동,828-2,828,2,현대이화,62.38,202109,12,"22,000",13,1993,평택5로114번길 13,
경기도 평택시 서정동,826-4,826,4,금호타운,84.3,202109,4,"23,500",13,1996,지장로27번길 100,
경기도 평택시 서정동,826-4,826,4,금호타운,59.77,202109,6,"19,000",10,1996,지장로27번길 100,
경기도 평택시 서정동,787-2,787,2,대옥3,52.23,202109,6,"8,100",2,1990,서정북로 60,
경기도 평택시 서정동,784,784,0,대옥7,84.51,202109,24,"13,400",2,1992,탄현로 206,
경기도 평택시 서정동,793,793,0,동산1,53.01,202109,2,"16,000",4,1989,특구로27번길 46,
경기도 평택시 서정동,433-26,433,26,서정메트로하임,26.37,202109,17,"7,400",9,2016,탄현로 84,
경기도 평택시 서정동,433-23,433,23,서정스마트빌듀오3차,26.37,202109,7,"7,400",12,2016,서정역로58번길 39,
경기도 평택시 서정동,794,794,0,세경1,54.63,202109,9,"17,000",1,1987,특구로27번길 16,
경기도 평택시 서정동,794,794,0,세경1,54.63,202109,15,"15,900",1,1987,특구로27번길 16,
경기도 평택시 서정동,794,794,0,세경2,54.63,202109,1,"16,000",5,1988,특구로27번길 16,
경기도 평택시 서정동,794,794,0,세경2,54.63,202109,3,"16,000",1,1988,특구로27번길 16,
경기도 평택시 서정동,794,794,0,세경2,54.63,202109,9,"17,000",1,1988,특구로27번길 16,
경기도 평택시 서정동,794,794,0,세경2,54.63,202109,11,"15,900",3,1988,특구로27번길 16,
경기도 평택시 서정동,319-3,319,3,신한헤센스마트서정아트타워,22.654,202109,9,"8,700",6,2018,정암로 10,
경기도 평택시 서정동,538-1,538,1,영광,59.94,202109,15,"14,500",11,1997,서정로 165,
경기도 평택시 서정동,538-1,538,1,영광,39.45,202109,25,"9,800",2,1997,서정로 165,
경기도 평택시 서정동,836-5,836,5,청천,39.11,202109,4,"9,100",3,1997,서정로 219,
경기도 평택시 서정동,836-5,836,5,청천,45.08,202109,6,"9,300",3,1997,서정로 219,
경기도 평택시 서정동,836-5,836,5,청천,39.11,202109,18,"9,500",11,1997,서정로 219,
경기도 평택시 서정동,836-5,836,5,청천,39.11,202109,23,"6,500",1,1997,서정로 219,
경기도 평택시 서정동,1116,1116,0,평택the#,84.98,202109,1,"36,000",9,2009,서정북로 99,
경기도 평택시 서정동,1116,1116,0,평택the#,147.5,202109,7,"53,000",14,2009,서정북로 99,
경기도 평택시 서정동,1116,1116,0,평택the#,84.98,202109,11,"39,500",10,2009,서정북로 99,
경기도 평택시 서정동,1121,1121,0,평택서정동롯데캐슬,84.98,202109,18,"49,000",9,2010,송탄로 170,
경기도 평택시 세교동,559,559,0,개나리,59.95,202109,4,"22,000",2,1995,세교2로 38,
경기도 평택시 세교동,559,559,0,개나리,59.95,202109,9,"23,000",6,1995,세교2로 38,
경기도 평택시 세교동,559,559,0,개나리,59.95,202109,10,"24,000",7,1995,세교2로 38,
경기도 평택시 세교동,559,559,0,개나리,59.95,202109,25,"22,000",11,1995,세교2로 38,
경기도 평택시 세교동,435-84,435,84,범양,55.47,202109,9,"10,800",5,1987,경기대로652번길 16-35,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,2,"20,000",2,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,49.98,202109,2,"19,500",13,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,4,"19,000",4,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,4,"19,800",8,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,49.98,202109,7,"20,000",5,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,9,"22,000",8,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,11,"23,000",13,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,49.98,202109,11,"20,000",7,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,15,"24,000",5,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,15,"19,800",2,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,16,"21,000",13,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,49.98,202109,18,"19,500",15,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,23,"23,000",15,1996,세교공원로 66,
경기도 평택시 세교동,555,555,0,부영1,59.94,202109,24,"24,000",13,1996,세교공원로 66,
경기도 평택시 세교동,557,557,0,부영2,84.9842,202109,6,"30,800",4,2000,세교공원로 33,
경기도 평택시 세교동,557,557,0,부영2,84.9842,202109,8,"31,500",10,2000,세교공원로 33,
경기도 평택시 세교동,557,557,0,부영2,84.9842,202109,8,"34,200",11,2000,세교공원로 33,
경기도 평택시 세교동,558,558,0,우성꿈그린,84.97,202109,5,"24,800",1,1995,세교3로 5,
경기도 평택시 세교동,558,558,0,우성꿈그린,63.43,202109,24,"23,500",12,1995,세교3로 5,
경기도 평택시 세교동,554,554,0,태영청솔,59.915,202109,3,"22,000",11,1996,세교공원로 65,
경기도 평택시 세교동,554,554,0,태영청솔,59.915,202109,7,"21,000",3,1996,세교공원로 65,
경기도 평택시 세교동,554,554,0,태영청솔,59.915,202109,10,"21,500",7,1996,세교공원로 65,
경기도 평택시 세교동,554,554,0,태영청솔,59.915,202109,25,"22,500",10,1996,세교공원로 65,
경기도 평택시 세교동,554,554,0,태영청솔,59.915,202109,26,"23,800",13,1996,세교공원로 65,
경기도 평택시 세교동,560,560,0,현대향촌,84.95,202109,1,"29,800",5,1998,세교3로 8,
경기도 평택시 세교동,560,560,0,현대향촌,84.95,202109,5,"29,700",14,1998,세교3로 8,
경기도 평택시 세교동,303-1,303,1,힐스테이트 2차(세교지구 2-1BL),73.55,202109,3,"59,800",21,2018,세교6로 45,
경기도 평택시 세교동,303-1,303,1,힐스테이트 2차(세교지구 2-1BL),73.55,202109,4,"59,800",21,2018,세교6로 45,20210908
경기도 평택시 세교동,303-1,303,1,힐스테이트 2차(세교지구 2-1BL),64.97,202109,15,"52,700",12,2018,세교6로 45,
경기도 평택시 세교동,303-3,303,3,힐스테이트 평택 1차,84.87,202109,4,"62,000",15,2018,세교6로 46,
경기도 평택시 세교동,303-3,303,3,힐스테이트 평택 1차,84.87,202109,10,"58,000",2,2018,세교6로 46,
경기도 평택시 세교동,303-3,303,3,힐스테이트 평택 1차,64.28,202109,24,"50,000",11,2018,세교6로 46,
경기도 평택시 세교동,BL-3-1,3,1,힐스테이트평택3차(3-1블록),84.87,202109,3,"60,000",3,2019,세교6로 19,
경기도 평택시 세교동,BL-3-1,3,1,힐스테이트평택3차(3-1블록),84.87,202109,18,"61,000",9,2019,세교6로 19,
경기도 평택시 소사동,524,524,0,평택소사에스케이뷰,84.909,202109,4,"33,000",3,2007,소사2길 9,
경기도 평택시 소사동,524,524,0,평택소사에스케이뷰,84.909,202109,9,"33,000",8,2007,소사2길 9,
경기도 평택시 소사동,524,524,0,평택소사에스케이뷰,84.882,202109,9,"33,500",2,2007,소사2길 9,
경기도 평택시 소사동,524,524,0,평택소사에스케이뷰,84.993,202109,18,"37,800",14,2007,소사2길 9,
경기도 평택시 소사동,524,524,0,평택소사에스케이뷰,84.882,202109,19,"35,000",14,2007,소사2길 9,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스1단지,84.772,202109,4,"48,500",6,2019,소사3로 53,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스1단지,84.772,202109,9,"53,500",21,2019,소사3로 53,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스2단지,84.793,202109,4,"49,800",6,2019,소사3로 22,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스2단지,59.876,202109,5,"40,000",14,2019,소사3로 22,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스2단지,59.876,202109,5,"39,900",12,2019,소사3로 22,
경기도 평택시 소사동,가-,0,0,평택효성해링턴플레이스2단지,84.772,202109,6,"50,000",16,2019,소사3로 22,
